id,srno,billno,billName,introducedInHouse,introducedDate,ministry,member,billCategory,datePassed_in_LS,datePassed_in_RS,reportPresented,actNoAndYear,status,pdfUrl
2270,220,119,"The  Deposit Insurance and Credit Guarantee  Corporation (Amendment) Bill, 2009 (Amendment of section 21)",Lok Sabha,2010-03-05,FINANCE,Sumitra Mahajan Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5119LS.pdf?source=legislation
2271,1808,XXVI,"The Unemployment Relief Bill, 1953",Rajya Sabha,1953-12-04,LABOUR,P. Sundarayya Shri,Ordinary Bill,,,,,Lapsed,
2272,646,XXVII,"The Trade and Merehandiee marks ( Amendment) Bill,1998",Rajya Sabha,1998-04-12,COMMERCE AND INDUSTRY,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2273,646,XXXIX,"The News papers ( Price and Page ) Bill,1998",Rajya Sabha,1998-02-18,INFORMATION AND BROADCASTING,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2274,646,XXXIII,"The Press and Registration of Books (Amendment) Bill, 1997",Rajya Sabha,1997-07-25,INFORMATION AND BROADCASTING,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2275,646,XXXIV,"The Compulsory Teaching of Sanskrit Language in Schools Bill, 1997",Rajya Sabha,1997-07-25,HUMAN RESOURCE  DEVELOPMENT,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2276,646,LVII,"The Bharat  Itihas Samdhodhak Mandal Bill,1996",Rajya Sabha,1996-12-20,HUMAN RESOURCE  DEVELOPMENT,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2277,646,XLV,"The Voting Right for India Citizens Living Abroad Bill, 1996",Rajya Sabha,1996-06-12,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2278,646,XLVI,"The Constitution ( Amendment) Bill,1996 ( to amend articles 124,217 etc)",Rajya Sabha,1996-06-12,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2279,646,XLVII,"The Disclosure of Assets by Ministers Members of Government and Public Servents Bill,1996",Rajya Sabha,1996-06-12,HOME AFFAIRS,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2280,646,XXII,"The Right to Reply in Press Bill, 1994",Rajya Sabha,1994-05-13,INFORMATION AND BROADCASTING,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2281,646,XXXIII,"The Representation of the People (Amendment) Bill, 1994",Rajya Sabha,1994-05-13,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2282,646,XXXII,"The Copilat Punishment  Abolition Bill, 1981",Rajya Sabha,1981-12-04,,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2283,646,XI,"The High Court at Bombay ( Establistment of a Permanent Bench at  Aurangabad  Bill,1979",Rajya Sabha,1979-07-24,,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2284,646,XII,"The Indian Fisheries (Amendment ) Bill, 1979",Rajya Sabha,1979-04-27,AGRICULTURE,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2285,646,XIII,"The Country Fishing Baots Protection Bill,1979",Rajya Sabha,1979-04-27,AGRICULTURE,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2286,646,VI,"The Indian Medicine central council (Amendment) Bill,1979",Rajya Sabha,1979-03-16,HEALTH AND FAMILY WELFARE,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2287,646,IX,"The Pensions (Amendment) Bill, 1977",Rajya Sabha,1977-12-02,,V. N. Gadgil Shri,Ordinary Bill,,,,,Withdrawn,
2288,646,XI,"The Trade and Marchandise Marks ( Amendemnt ) Bill, 1977",Rajya Sabha,1977-12-02,CIVIL AVIATION,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2289,646,XII,"The Preventation of Social Disabilties Bill, 1977",Rajya Sabha,1977-12-02,HOME AFFAIRS,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2290,646,XXIX,"The companies (Amendment) bill,1974 (subetitution of new section for section 293A)",Rajya Sabha,1974-08-16,,V. N. Gadgil Shri,Ordinary Bill,,,,,,
2291,646,V,"The Press and Registration of Books (Amendment) Bill,1974.(to amend section II)",Rajya Sabha,1974-05-03,INFORMATION AND BROADCASTING,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2292,646,VIII,"The Indian Post office (Amendment)Bill,1974 (To amend section 9)",Rajya Sabha,1974-05-03,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2293,646,II,"The  Civil Proceduce (Amendment) Bill, 1974.",Rajya Sabha,1974-03-01,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2294,646,XXXVI,"The working Journalists (Conditions of Service )and Mise Prooisions (Amendment)Bill,1973",Rajya Sabha,1973-12-07,INFORMATION AND BROADCASTING,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2295,646,XXXVII,"The hindu marriage (amendment)Bill,1973",Rajya Sabha,1973-12-07,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2296,646,XXXVIII,"The code of Civil Procedure (Second Amendment)Bill,1973.",Rajya Sabha,1973-12-07,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2297,646,XXX,"The  Trade and merchandise Marks (amendment) Bill,1973.",Rajya Sabha,1973-11-23,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2298,646,XXXI,The code of procedure ( Amendment) bill 1973),Rajya Sabha,1973-11-23,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2299,646,XXXII,"The Advocates (amendments) Bill,1973",Rajya Sabha,1973-11-23,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2300,646,XII,"The pensions (amendment)Bill,1973.(to amend section 4)",Rajya Sabha,1973-05-11,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2301,646,XXV,"The Indian Evidence (Amendment) Bill, 1971",Rajya Sabha,1971-11-26,,V. N. Gadgil Shri,Ordinary Bill,,,,,Lapsed,
2302,2202,XXXIV,"The Constitution (Amendment) Bill, 2018 (amendment of articles 85 and 174)",Rajya Sabha,2019-07-12,PARLIAMENTARY  AFFAIRS,C.M. Ramesh Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/85-E-12719.pdf?source=legislation
2303,222,XXXIII,"The Constitution (Amendment) Bill, 2004(Insertion of new article 26A)",Rajya Sabha,2006-02-17,WATER RESOURCES,Alladi P. Rajkumar Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXIII_2004.PDF?source=legislation
2304,222,XXXIV,"The Constitution (Amendment) Bill, 2004 (To amend articles 75 and 164)",Rajya Sabha,2006-02-17,,Alladi P. Rajkumar Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXIV_2004.PDF?source=legislation
2305,2582,L,"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,SOCIAL JUSTICE AND EMPOWERMENT,Swati Maliwal Ms.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/501211202550637PM.pdf?source=legislation
2306,2582,XLVIII,"The Bharatiya Nyaya Sanhita (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,HOME AFFAIRS,Swati Maliwal Ms.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/491211202550626PM.pdf?source=legislation
2307,223,LXXXIII,"The Securities and Exchange Board of India (Amendment) Bill, 2005",Rajya Sabha,2005-12-23,,C. Ramachandraiah Shri,Ordinary Bill,,,,,Lapsed,
2308,223,XXII,"The Constitution ( Amendment) Bill,1999 ( insertion of new article 151 A)",Rajya Sabha,1999-12-03,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",C. Ramachandraiah Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXII_1999.pdf?source=legislation
2309,223,IV,"The Constitution ( Amendment) Bill,1999 ( to Amend the Seventh Schedule)",Rajya Sabha,1999-03-12,,C. Ramachandraiah Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IV_1999.pdf?source=legislation
2310,223,XXI,"The Constitution ( Amendment) Bill,1999 (Insertion of new article 9 A)",Rajya Sabha,1999-03-12,HOME AFFAIRS,C. Ramachandraiah Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXI_1999.pdf?source=legislation
2311,223,XXXII,"The Crop Insurance Corporation Bill,1998",Rajya Sabha,1998-12-18,AGRICULTURE,C. Ramachandraiah Shri,Ordinary Bill,,,,,Lapsed,
2312,223,XXXVI,"The Constitution ( Amendment) Bill,1998 ( to amend articles 269,270 etc)",Rajya Sabha,1998-12-18,,C. Ramachandraiah Shri,Ordinary Bill,,,,,Withdrawn,
2313,2583,LXXVI,"The Recognition of Legal Person Status of Rivers Bill, 2024",Rajya Sabha,2025-02-07,JAL SHAKTI,Satnam Singh Sandhu Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/37e214202550938PM.pdf?source=legislation
2314,224,1,"The Payment of Unemployment Allowance Bill, 2001",Lok Sabha,2002-03-22,LABOUR,Bir Sing Mahato Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3209LS.pdf?source=legislation
2315,224,112,"The Political Parties (Assistance and Regulation) Bill, 2001",Lok Sabha,2002-03-22,,Bir Sing Mahato Shri,Financial Bill,,,,,Pending,
2316,224,60,"The Constitution (Amendment) Bill, 2000 (Amendment of the Eighth Schedule)",Lok Sabha,2000-11-08,HOME AFFAIRS,Bir Sing Mahato Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4548LS.pdf?source=legislation
2317,224,89,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 1999",Lok Sabha,2000-02-25,TRIBAL AFFAIRS,Bir Sing Mahato Shri,Constitutional Amendment Bill,,,,,Lapsed,
2318,224,90,"The Special Educational Facilities (For Children Below Poverty Line) Bill, 1999",Lok Sabha,2000-02-25,HUMAN RESOURCE  DEVELOPMENT,Bir Sing Mahato Shri,Financial Bill,,,,,Pending,
2319,225,161,"The Legitimate Asylum to Refugees Bill, 2024.",Lok Sabha,2025-12-05,HOME AFFAIRS,Bhartruhari Mahtab Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/161 of 2024 as intro125202585055PM.pdf?source=legislation
2320,225,180,"The Specially Abled Children (Welfare) Bill, 2024.",Lok Sabha,2025-12-05,WOMEN AND CHILD DEVELOPMENT,Bhartruhari Mahtab Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/180 of 2024 AS125202591503PM.pdf?source=legislation
2321,225,254,"The Prevention of Slaughter and Preservation of Cattle Bill, 2024.",Lok Sabha,2025-12-05,"fisheries, animal husbandry and dairying",Bhartruhari Mahtab Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/254 of 2024 AS125202591410PM.pdf?source=legislation
2322,225,106,"The Juvenile Justice (Care and Protection of Children) Amendment Bill, 2022 (Amendment of section 86)",Lok Sabha,2022-08-05,WOMEN AND CHILD DEVELOPMENT,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/106 of 2022 as.pdf?source=legislation
2323,225,20,"The Constitution (Amendment) Bill, 2021 (Substitution of new article and subheading thereto for article 29)",Lok Sabha,2022-02-04,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/20 of 2021 AS.pdf?source=legislation
2324,225,22,"The Constitution (Amendment) Bill, 2021 (Amendment of articles 84 and 173)",Lok Sabha,2022-02-04,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/22 of 2021 As Int....pdf?source=legislation
2325,225,27,"The Prevention of Acid Attacks and Rehabilitation of Acid Attack Victims Bill, 2021",Lok Sabha,2022-02-04,HOME AFFAIRS,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/27 of 2021 AS INTRODUCED.pdf?source=legislation
2326,225,251,"The Religious Conversion (Prohibition) Bill, 2019",Lok Sabha,2021-12-03,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/251 of 2019 as.pdf?source=legislation
2327,225,265,"The Indian Penal Code (Amendment) Bill, 2019  (Substitution of new section for section 124A)",Lok Sabha,2021-12-03,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/265 of 2019 as.pdf?source=legislation
2328,225,290,"The Constitution (Amendment) Bill, 2019  (Insertion of new article 14A, etc.)",Lok Sabha,2021-12-03,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/290 of 2019 as.pdf?source=legislation
2329,225,134,"The Constitution (Amendment) Bill, 2019 (Amendment of the Preamble, etc.)",Lok Sabha,2019-07-26,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/991LS As Int....pdf constituion preamble.pdf?source=legislation
2330,225,136,"The Euthanasia (Regulation) Bill, 2019",Lok Sabha,2019-07-26,HEALTH AND FAMILY WELFARE,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/916LS As Int.. Euthanasia as introduced..pdf?source=legislation
2331,225,166,"The Use of Mobile Electronic Devices by Pedestrians on Road (Regulation) Bill, 2019",Lok Sabha,2019-07-26,COMMUNICATIONS AND INFORMATION TECHNOLOGY,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1286LS As Int....pdf?source=legislation
2332,225,152,"The Code of  Civil Procedure (Amendment) Bill, 2018 (Substitution of  new sections 35A and 35B)",Lok Sabha,2018-12-28,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1780LS AS INTRO.pdf?source=legislation
2333,225,158,"The Constitution (Amendment) Bill, 2018 (Amendment of  article 142)",Lok Sabha,2018-12-28,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1839LS AS INTRO.pdf?source=legislation
2334,225,129,"The Maintenance and Welfare of  Parents and Senior Citizens (Amendment) Bill, 2018 (Insertion of  new Chapter VA)",Lok Sabha,2018-08-03,SOCIAL JUSTICE AND EMPOWERMENT,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/697 as.pdf?source=legislation
2335,225,309,"The Constitution (Amendment) Bill, 2016 (Amendment of articles 124, etc.)",Lok Sabha,2017-03-10,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3276.pdf?source=legislation
2336,225,152,"The Constitution (Amendment) Bill, 2016 (Amendment of article 75, etc.)",Lok Sabha,2016-08-05,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1044LS As.pdf?source=legislation
2337,225,75,"The Indian Penal Code (Amendment) Bill, 2016  (Substitution of new section for section 124A)",Lok Sabha,2016-04-29,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5310LS.pdf?source=legislation
2338,225,288,"The Religious Conversion (Prohibition) Bill, 2015",Lok Sabha,2015-12-18,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3027LS.pdf?source=legislation
2339,225,298,"The Prevention of Cruelty to Animals (Amendment) Bill, 2015 (Substitution of new section for section 28)",Lok Sabha,2015-12-18,ENVIRONMENT AND FORESTS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2879LS.pdf?source=legislation
2340,225,166,"The Constitution (Amendment) Bill, 2015 (Amendment of the Preamble, etc.)",Lok Sabha,2015-08-07,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1187LS.pdf?source=legislation
2341,225,212,"The Code of Criminal Procedure (Amendment) Bill, 2015 (Insertion of new section 199A)",Lok Sabha,2015-08-07,HOME AFFAIRS,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1493LS.pdf?source=legislation
2342,225,216,"The Drugs and Cosmetics (Amendment) Bill, 2015 (Insertion of new Chapter IIIA)",Lok Sabha,2015-08-07,CHEMICALS AND FERTILIZERS,Bhartruhari Mahtab Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1550LS.pdf?source=legislation
2343,225,64,"The Constitution (Amendment) Bill, 2015 (Amendment of articles 123 and 213)",Lok Sabha,2015-03-13,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4750LS.pdf?source=legislation
2344,225,21,"The Domestic Workers (Welfare and Regulation of Employment) Bill, 2015.",Lok Sabha,2015-02-27,LABOUR  AND  EMPLOYMENT,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4204LS.pdf?source=legislation
2345,225,24,"The Constitution (Amendment) Bill, 2015  (Insertion of new article 14A, etc.).",Lok Sabha,2015-02-27,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4328LS.pdf?source=legislation
2346,225,173,"The Euthanasia (Regulation) Bill, 2014.",Lok Sabha,2014-12-12,HEALTH AND FAMILY WELFARE,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2873LS.pdf?source=legislation
2347,225,116,"The Acid Control, Prevention of Acid Attacks and Rehabilitation of Acid Attack Victims Bill, 2014.",Lok Sabha,2014-11-28,HOME AFFAIRS,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2464LS.pdf?source=legislation
2348,225,117,"The Surrogacy (Regulation) Bill, 2014.",Lok Sabha,2014-11-28,HEALTH AND FAMILY WELFARE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2392ls.pdf?source=legislation
2349,225,41,"The Senior Citizens (Provision of Geriatric and Dementia Care) Bill, 2014.",Lok Sabha,2014-07-11,SOCIAL JUSTICE AND EMPOWERMENT,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/779LS.pdf?source=legislation
2350,225,42,"The Water (Prevention and Control of Pollution) Amendment Bill, 2014 (Amendment of section 2, etc.).",Lok Sabha,2014-07-11,ENVIRONMENT AND FORESTS,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/777LS.pdf?source=legislation
2351,225,43,"The Public Sector Banks (Control of Non-Performing Assets) Bill, 2014.",Lok Sabha,2014-07-11,FINANCE,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/776LS.pdf?source=legislation
2352,225,44,"The Hindu Marriage (Amendment) Bill, 2014 (Amendment of section 3, etc.).",Lok Sabha,2014-07-11,LAW AND JUSTICE,Bhartruhari Mahtab Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/778LS.pdf?source=legislation
2353,225,114,"The Water (Prevention and Control of Pollution) Amendment Bill, 2012 (Amendment of section 2, etc.).",Lok Sabha,2012-12-07,ENVIRONMENT AND FORESTS,Bhartruhari Mahtab Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3206ls.pdf?source=legislation
2354,1435,XV,"The Hindu Marriage (Amendment) Bill, 1966",Rajya Sabha,1966-02-09,,R.K. Bhuwalka Shri,Ordinary Bill,,,,,Lapsed,
2355,2585,XIX,"The Prevention of Cruelty to Animals (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,"fisheries, animal husbandry and dairying",Sudha Murty Smt.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/141211202545712PM.pdf?source=legislation
2356,2207,III,"The Constitution (Amendment) Bill, 2016 (amendment of article 72)",Rajya Sabha,2016-03-11,HOME AFFAIRS,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/72- 11 3 16-E.pdf?source=legislation
2357,2207,IV,"The National Authority for Rehabilitation and Welfare of Persons Living Around Railway Tracks Bill, 2016",Rajya Sabha,2016-03-11,RAILWAYS,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/track 11 3 16-E.pdf?source=legislation
2358,2207,VI,"The Teaching of Sanskrit as a Compulsory Language in Schools Bill, 2016",Rajya Sabha,2016-03-11,HUMAN RESOURCE  DEVELOPMENT,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/sanskrt-11 3 16-E.pdf?source=legislation
2359,2207,XXI,"The Prohibition of Using Telecommunication System for Hoax Calls Bill, 2015",Rajya Sabha,2015-12-04,COMMUNICATIONS AND INFORMATION TECHNOLOGY,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/hox cal-237w-E.pdf?source=legislation
2360,2207,XXII,"The Deposit Insurance and Credit Guarantee Corporation (Amendment) Bill, 2015",Rajya Sabha,2015-12-04,FINANCE,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/depost ins-237w-E.pdf?source=legislation
2361,2207,XXIII,"The Constitution (Amendment) Bill, 2015 (amendment of article 348)",Rajya Sabha,2015-12-04,LAW AND JUSTICE,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/348-237w-E.pdf?source=legislation
2362,2207,II,"The Constitution (Amendment) Bill, 2015 (amendment of article 58)",Rajya Sabha,2015-03-13,HOME AFFAIRS,Mansukh L. Mandaviya Shri,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/58 -E.pdf?source=legislation
2363,2207,VI,"The Compulsory Registration of Callers Using Public Telephone Bill, 2015",Rajya Sabha,2015-03-13,COMMUNICATIONS AND INFORMATION TECHNOLOGY,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/teleph- E.pdf?source=legislation
2364,2207,XXIX,"The Constitution (Amendment) Bill, 2014 (amendment of article 130)",Rajya Sabha,2014-11-28,LAW AND JUSTICE,Mansukh L. Mandaviya Shri,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/130 -E.pdf?source=legislation
2365,2207,XXX,"The Constitution (Amendment) Bill, 2014 (amendment of article 155)",Rajya Sabha,2014-11-28,LAW AND JUSTICE,Mansukh L. Mandaviya Shri,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/155- E.pdf?source=legislation
2366,2207,XXXI,"The Constitution (Amendment) Bill, 2014 (amendment of article 107)",Rajya Sabha,2014-11-28,PARLIAMENTARY  AFFAIRS,Mansukh L. Mandaviya Shri,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/107 -E.pdf?source=legislation
2367,2207,XXIV,"The Immoral Traffic (Prevention) Amendment Bill, 2013.",Rajya Sabha,2014-07-11,WOMEN AND CHILD DEVELOPMENT,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Im trafic-E.pdf?source=legislation
2368,2207,XXV,"The Motor Vehicles (Amendment) Bill, 2013.",Rajya Sabha,2014-07-11,ROAD TRANSPORT AND HIGHWAYS,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/motor-E.pdf?source=legislation
2369,2207,XXVI,"The High Court of Gujarat (Establishment of a Permanent Bench at Surat) Bill, 2013.",Rajya Sabha,2014-07-11,LAW AND JUSTICE,Mansukh L. Mandaviya Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/h court-E.pdf?source=legislation
2370,1815,XXV,"The Agricultural Workers Bill,1983",Rajya Sabha,1983-12-22,LABOUR,Harkishan Singh Surjeet Shri,Ordinary Bill,,,,,Lapsed,
2371,227,LXII,"The Removal of Homelessness Bill, 2001",Rajya Sabha,2002-10-05,SOCIAL JUSTICE AND EMPOWERMENT,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LXII_2001.pdf?source=legislation
2372,227,XLV,"The Girl Child Born of Parents Living Below Poverty Line (Special Provisions for Upbringing and Welfare) Bill, 2001",Rajya Sabha,2001-10-08,HUMAN RESOURCE  DEVELOPMENT,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XLV_2001.pdf?source=legislation
