srno,member_name,party,state_ut,status,age,term
1404,"Mali, Shri Ganesh Lal",Indian National Congress,Rajasthan,Former,,1 (1972–1978)
1405,"Malik, Shri Mukhtiar Singh",Indian National Congress,Haryana,Former,,"2 (1967–1968, 1984–1990)"
1406,"Malhotra, Prof. Vijay Kumar",Bharatiya Janata Party,National Capital Territory of Delhi,Former,,1 (1994–2000)
1407,"Malhotra, Smt. Usha",Indian National Congress,Himachal Pradesh,Former,,1 (1980–1986)
1408,"Malhoutra, Shri Jayant Kumar",Independent & Others,Uttar Pradesh,Former,,1 (1994–2000)
1409,"Malik, Shri Satya Pal",Indian National Congress,Uttar Pradesh,Former,,"2 (1980–1986, 1986–1992)"
1410,"Malik, Shri Syed Abdul",Indian National Congress,Assam,Former,,1 (1976–1982)
1411,"Malkani, Shri Naraindas Rattanmal",Nominated,Nominated,Former,,"2 (1952–1956, 1956–1962)"
1412,"Mallick, Shri Harekrushna",Janata,Odisha,Former,,1 (1978–1984)
1413,"Mallik, Shri Dhirendra Chandra",Indian National Congress,Bihar,Former,,1 (1962–1968)
1414,"Saring, Shri Leonard Soloman",Congress,Sikkim,Former,,"2 (1975–1981, 1981–1987)"
1415,"Sarup  Singh, Dr.",Lok Dal,Haryana,Former,,1 (1978–1984)
1416,"Sarwate, Shri Vinayak Sitaram",Congress,Madhya Bharat,Former,,1 (1952–1958)
1417,"Sarwate, Shri Vishnu Vinayak",Congress,Madhya Pradesh,Former,,1 (1958–1964)
1418,"Satchidananda, Shri",CONG(I),Karnataka,Former,,"3 (1978–1984, 1991–1992, 1992–1998)"
1419,"Sathe, Smt. Tara Ramchandra",Congress,Maharashtra,Former,,1 (1962–1968)
1420,"Satpathy, Smt. Nandini",Congress,Odisha,Former,,"2 (1962–1968, 1968–1974)"
1421,"Satya Bahin, Smt.",CONG(I),Uttar Pradesh,Former,,1 (1988–1994)
1422,"Satyacharan, Shri",Congress,Uttar Pradesh,Former,,1 (1960–1966)
1423,"Satyanarayana, Shri Moturi",Nominated,Nominated,Former,,"2 (1954–1960, 1960–1966)"
1424,"Satyanarayana, Shri Venigalla",Congress,Andhra Pradesh,Former,,"2 (1970–1976, 1976–1982)"
1425,"Bisi, Shri Sanatan",Janata Dal,Odisha,Former,,1 (1994–2000)
1426,"Bisi, Shri Pramatha Nath",Nominated,Nominated,Former,,1 (1972–1978)
1427,"Bisht, Shri Jashaud Singh",Congress,Uttar Pradesh,Former,,"2 (1952–1956, 1956–1962)"
1428,"Satyavrata Siddhantalankar, Prof.",Nominated,Nominated,Former,,1 (1964–1968)
1429,"Bindumati Devi, Smt.",Congress (O),Uttar Pradesh,Former,,1 (1967–1972)
1430,"Malkani, Shri K. R.",Bharatiya Janata Party,National Capital Territory of Delhi,Former,,1 (1994–2000)
1431,"Bhuyan, Dr. S.K.",Congress,Assam,Former,,1 (1952–1954)
1432,"Bhuyan, Shri Gaya Chand",Janata Party,Odisha,Former,,1 (1982–1988)
1433,"Mallikarjunudu, Shri K. P.",Congress (O),Andhra Pradesh,Former,,1 (1966–1972)
1434,"Savita Behen, Smt.",Congress,National Capital Territory of Delhi,Former,,1 (1972–1978)
1435,"Bhuwalka, Shri R.K.",Congress,West Bengal,Former,,1 (1963–1968)
1436,"Malviya, Shri Ratanlal Kishorilal",Indian National Congress,Madhya Pradesh,Former,,"2 (1954–1960, 1960–1966)"
1437,"Savnekar, Shri B.S.",Congress,Maharashtra,Former,,"2 (1960–1966, 1966–1972)"
1439,"Mandal, Shri Bhupendra  Narayan",Sikkim Sangram Parishad,Bihar,Former,,"2 (1966–1972, 1972–1978)"
1440,"Bhupinder Singh, Shri",CONG(I),Punjab,Former,,"2 (1970–1976, 1976–1978)"
1441,"Mandal, Shri Jagdambi",Janata Dal,Bihar,Former,,1 (1996–2002)
1442,"Bhupinder Singh, Shri",Independent & Others,Punjab,Former,,1 (1967–1970)
1443,"Sayeed, Shri Mufti  Mohamad",Janata Dal,Jammu & Kashmir,Former,,"2 (1986–1992, 1992–1998)"
1444,"Bhola Prasad, Shri",Communist Party of India,Bihar,Former,,"2 (1970–1976, 1976–1982)"
1445,"Mane(Patil), Shri Maruti Dnyanoo",Indian National Congress,Maharashtra,Former,,1 (1985–1986)
1446,"Bhim Raj, Shri",CONG(I),Rajasthan,Former,,"2 (1978–1984, 1984–1990)"
1447,"Mangrola, Shri Kanaksingh Mohansinh",Bharatiya Janata Party,Gujarat,Former,,1 (1994–2000)
1448,"Mani, Shri A.D.",Independent & Others,Madhya Pradesh,Former,,"2 (1960–1966, 1966–1972)"
1449,"Bheron Prasad, Shri",Congress,Bhopal,Former,,1 (1952–1958)
1450,"Schamnad, Shri Hamid Ali",Muslim League,Kerala,Former,,"2 (1970–1973, 1973–1979)"
1451,"Mani, Shri S. Muthu",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1992–1998)
1452,"Bhattacharjee, Prof. Saurin",Revolutionary Socialist Party,West Bengal,Former,,"2 (1978–1984, 1988–1994)"
1453,"Bhattacharya, Smt. Ila",Communist Party of India (Marxist),Tripura,Former,,1 (1980–1986)
1454,"Manjuran, Shri Mathai",Other,Travancore Cochin,Former,,1 (1952–1954)
1455,"Scindia, Smt. Vijaya Raje",Bharatiya Janata Party,Madhya Pradesh,Former,,"2 (1978–1984, 1984–1990)"
1456,"Mann, Shri Bhupinder Singh",Other,Nominated,Former,,1 (1990–1996)
1457,"Bhattacharya, Shri G.C.",Democratic Socialist Party,Uttar Pradesh,Former,,1 (1978–1984)
1458,"Mann, Lt. Col. Sardar Joginder Singh",Other,Patiala and East Punjab States Union,Former,,1 (1952–1956)
1459,"Sebastian, Shri K.C.",Congress,Kerala,Former,,1 (1979–1985)
1460,"Bhattacharjee, Shri Nepaldev",Communist Party of India (Marxist),West Bengal,Former,,"2 (1981–1982, 1982–1988)"
1461,"Bhattacharjee, Shri Kamalendu",CONG(I),Assam,Former,,1 (1984–1990)
1462,"Maran, Shri Murasoli",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"3 (1977–1983, 1983–1989, 1989–1995)"
1463,"Seeta Yudhvir, Smt.",Congress,Andhra Pradesh,Former,,"2 (1958–1964, 1964–1970)"
1464,"Bhatt, Shri Nand Kishore",CONG(I),Madhya Pradesh,Former,,"3 (1966–1972, 1972–1978, 1980–1986)"
1465,"Mariswamy, Shri S.S .",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1964–1970, 1970–1976)"
1466,"Sekhar, Shri N.C.",Communist Party of India,Travancore Cochin,Former,,1 (1954–1960)
1467,"Bhatt, Shri Nanabhai",Congress,Saurashtra,Former,,1 (1952–1956)
1468,"Masood, Shri Rasheed",Indian National Congress,Uttar Pradesh,Former,78.0,"3 (1986–1992, 2010–2016, 2012–2018)"
1469,"Bhatt, Shri Jitendrabhai Labhshanker",CONG(I),Gujarat,Former,,1 (1987–1993)
1470,"Sema, Shri Hokishe",CONG(I),Nagaland,Former,,1 (1986–1992)
1471,"Masodkar, Shri Bhaskar Annaji",Indian National Congress,Maharashtra,Former,,1 (1986–1992)
1472,"Bhatt, Smt. Ela Ramesh",Nominated,Nominated,Former,,1 (1986–1988)
1473,"Bhatia, Shri Madan",CONG(I),Nominated,Former,,"2 (1982–1988, 1988–1994)"
1474,"Matang Sinh, Shri",Indian National Congress,Assam,Former,,1 (1992–1998)
1475,"Bhargava, Smt. Sharda",Congress,Rajasthan,Former,,"3 (1952–1956, 1956–1962, 1963–1966)"
1476,"Sen, Shri Ashis",Communist Party of India (Marxist),West Bengal,Former,,1 (1988–1994)
1477,"Bhargava, Shri Mahabir Prasad",Congress,Uttar Pradesh,Former,,"3 (1956–1958, 1958–1964, 1964–1970)"
1478,"Bhargava, Shri Bhagwat Narain",Congress,Uttar Pradesh,Former,,1 (1960–1966)
1480,"Mathen, Shri Joseph",Indian National Congress,Kerala,Former,,1 (1960–1966)
1481,"Bharadwaj, Shri Ramchandra",CONG(I),Bihar,Former,,1 (1980–1986)
1482,"Sen, Shri Ashoke Kumar",Janata Dal,West Bengal,Former,,1 (1990–1996)
1483,"Mathur, Shri Harish Chandra",Independent & Others,Rajasthan,Former,,"3 (1952–1958, 1967–1968, 1968–1974)"
1484,"Bharathi, Smt. K. Udayabhanu",Congress,Travancore Cochin,Former,,"2 (1954–1958, 1958–1964)"
1485,"Bhanj Deo, Shri Prafulla Chandra",Gantantra Parishad,Odisha,Former,,"2 (1952–1954, 1954–1960)"
1486,"Mathur, Shri Jagdish Prasad",Jansangh,Rajasthan,Former,,1 (1970–1976)
1487,"Sen, Shri Sukomal",Communist Party of India (Marxist),West Bengal,Former,,"2 (1982–1988, 1998–1994)"
1488,"Bhandari, Shri Sunder Singh",Bharatiya Janata Party,Rajasthan,Former,,"3 (1966–1972, 1976–1982, 1992–1998)"
1489,"Sen, Dr. Triguna",Congress,Tripura,Former,,"2 (1967–1968, 1968–1974)"
1490,"Bhandare, Shri Murlidhar Chandrakant",CONG(I),Maharashtra,Former,,"3 (1980–1982, 1982–1988, 1988–1994)"
1491,"Bhajan Lal, Shri",CONG(I),Haryana,Former,,1 (1986–1992)
1492,"Mathur, Shri Jagdish Prasad",Bharatiya Janata Party,Uttar Pradesh,Former,,"2 (1978–1984, 1990–1996)"
1493,"Bhagawati, Shri B.C.",Congress,Assam,Former,,1 (1972–1978)
1494,"Sen Gupta, Shri Dwijendralal",Independent & Others,West Bengal,Former,,"2 (1964–1970, 1970–1976)"
1495,"Bhagwan Din, Shri",CONG(I),Uttar Pradesh,Former,,1 (1976–1982)
1496,"Bhagat, Shri Ganpat Hiralal",Independent & Others,Maharashtra,Former,,1 (1978–1984)
1497,"Bhadram, Shri M.V.",Communist Party of India,Andhra Pradesh,Former,,1 (1966–1972)
1498,"Bhadauria, Smt. Sarla",Sikkim Sangram Parishad,Uttar Pradesh,Former,,1 (1964–1970)
1499,"Bhabhra, Shri Hari Shankar",Bharatiya Janata Party,Rajasthan,Former,,1 (1978–1984)
1500,"Berwa, Shri Jamnalal",CONG(I),Rajasthan,Former,,1 (1972–1978)
1502,"Beniwal, Smt. Vidya",Janata Dal,Haryana,Former,,1 (1990–1996)
1503,"Bekal Utsahi, Shri",CONG(I),Uttar Pradesh,Former,,1 (1986–1992)
1504,"Setalvad, Shri M.C.",Nominated,Nominated,Former,,1 (1966–1972)
1505,"Behring, Shri B.D.",Janata Dal,Manipur,Former,,1 (1990–1996)
1506,"Sethi, Shri P.C.",CONG(I),Madhya Pradesh,Former,,"3 (1961–1964, 1964–1970, 1976–1982)"
1507,"Mathur, Shri Manmohan",Indian National Congress,Odisha,Former,,1 (1988–1994)
1508,"Beed, Shri Indra Bhushan",Congress,West Bengal,Former,,1 (1952–1956)
1509,"Maurya, Shri Buddha Priya",Indian National Congress,Andhra Pradesh,Former,,1 (1978–1984)
1510,"Basuray, Shri Sunil",Communist Party of India (Marxist),West Bengal,Former,,1 (1987–1993)
1511,"Mayawati, Km.",Bahujan Samaj Party,Uttar Pradesh,Former,70.0,"3 (1994–1996, 2004–2007, 2012–2018)"
1512,"Basumatary, Shri Amritlal",Congress (S),Assam,Former,,1 (1989–1995)
1513,"Mazhar Imam, Syed",Indian National Congress,Bihar,Former,,"2 (1952–1956, 1956–1962)"
1514,"Basumatari, Shri Dharanidhar",CONG(I),Assam,Former,,1 (1983–1989)
1515,"Mazumdar, Shri Satyendra Narayan",Communist Party of India,West Bengal,Former,,1 (1952–1958)
1516,"Basu, Shri Santosh Kumar",CONG(I),West Bengal,Former,,"2 (1957–1958, 1958–1964)"
1517,"Mazumder, Shri Ramkrishna",Forward Block,West Bengal,Former,,1 (1982–1988)
1518,"Basu, Shri Chitta",Forward Block,West Bengal,Former,,"2 (1966–1972, 1985–1990)"
1519,"Basheer, Shri Thalekkunnil",CONG(I),Kerala,Former,,"2 (1977–1979, 1979–1985)"
1520,"Meena, Shri Dhuleshwar",Indian National Congress,Rajasthan,Former,,"2 (1980–1986, 1986–1992)"
1521,"Mehrotra, Shri Prakash",Independent & Others,Uttar Pradesh,Former,,1 (1976–1982)
1522,"Mehta, Shri Ashoka",Indian National Congress,Maharashtra,Former,,1 (1966–1972)
1523,"Mehta, Shri Chiman Bhai",Indian National Congress,Gujarat,Former,,"2 (1984–1990, 1990–1996)"
1524,"Mehta, Shri Kishor",Independent & Others,Gujarat,Former,,1 (1981–1987)
1525,"Mehta, Shri Mahipatray M.",Indian National Congress,Bombay,Former,,1 (1960–1966)
1526,"Mehta, Shri Om",Indian National Congress,Jammu & Kashmir,Former,,"3 (1964–1970, 1970–1976, 1976–1982)"
1528,"Menon, Shri Balachandra",Communist Party of India,Kerala,Former,,1 (1967–1973)
1529,"Menon, Shri C. Achutha",Communist Party of India,Kerala,Former,,1 (1968–1974)
1530,"Menon, Shri K. Madhava",Indian National Congress,Madras,Former,,"2 (1954–1960, 1960–1966)"
1531,"Menon, Shri K. P. Subramania",Communist Party of India (Marxist),Kerala,Former,,1 (1968–1974)
1533,"Menon, Smt. Lakshmi N.",Indian National Congress,Bombay,Former,,"3 (1952–1954, 1954–1960, 1960–1966)"
1534,"Mehta, Smt. Pushpaben Janardanrai",Congress (O),Gujarat,Former,,1 (1966–1972)
1535,"Menon, Smt. Leela Damodara",Indian National Congress,Kerala,Former,,1 (1974–1980)
1537,"Basavaraj, Shri H.R.",CONG(I),Karnataka,Former,,1 (1978–1984)
1538,"Basavapunnaiah, Shri Makkineni",Communist,Madras,Former,,"3 (1952–1954, 1954–1960, 1960–1966)"
1539,"Basar, Shri Todak",Congress,Arunachal Pradesh,Former,,1 (1972–1978)
1540,"Barthakur, Smt. Usha",Congress,Assam,Former,,1 (1966–1972)
1541,"Barooah, Shri Lila Dhar",Congress,Assam,Former,,"2 (1958–1960, 1960–1966)"
1542,"Barongpa, Shri Sushil",CONG(I),Himachal Pradesh,Former,,"2 (1988–1994, 1994–2000)"
1543,"Menon, Prof. M. G. K.",Janata Dal,Rajasthan,Former,,1 (1990–1996)
1544,"Menon, Shri V. K. Krishna",Indian National Congress,Madras,Former,,"2 (1953–1956, 1956–1962)"
1545,"Seyid Muhammad, Dr. V.A.",Congress,Kerala,Former,,1 (1973–1979)
1546,"Seziyan, Shri Era",Janata,Tamil Nadu,Former,,1 (1978–1984)
1547,"Barman, Shri Prasenjit",CONG(I),West Bengal,Former,,1 (1976–1982)
1548,"Menon, Shri Viswanatha",Communist Party of India (Marxist),Kerala,Former,,1 (1974–1980)
1549,"Shah, Shri Bhogilal Maganlal",Congress,Saurashtra,Former,,1 (1952–1956)
1550,"Shah, Shri Kodardas Kakudas",Congress,Bombay,Former,,"2 (1960–1966, 1966–1972)"
1551,"Mhaisekar, Shri Govindrao Ramchandra",Indian National Congress,Maharashtra,Former,,1 (1976–1982)
1552,"Shah, Shri Maneklal Chunilal",Congress,Gujarat,Former,,1 (1962–1968)
1553,"Shah, Shri Manilal Chaturbhai",Indian National Congress,Bombay,Former,,"2 (1952–1956, 1956–1962)"
1554,"Barik, Shri Rahasbihari",Janata Dal,Odisha,Former,,1 (1994–2000)
1555,"Shah, Shri Manubhai",Congress,Gujarat,Former,,"2 (1956–1962, 1970–1976)"
1556,"Shah, Shri Meghjibhai Pethraj",Congress,Bombay,Former,,1 (1956–1962)
1557,"Shah, Shri Viren J.",Independent & Others,Gujarat,Former,,"2 (1975–1981, 1990–1996)"
1558,"Shahabuddin, Shri Syed",Janata,Bihar,Former,,1 (1979–1984)
1559,"Shahedullah, Shri Syed",Communist Party of India (Marxist),West Bengal,Former,,1 (1978–1984)
1560,"Shahi, Shri Nageshwar Prasad",Janata,Uttar Pradesh,Former,,"2 (1970–1976, 1976–1982)"
1561,"Shanti Bhushan, Shri",Janata,Uttar Pradesh,Former,,1 (1977–1980)
1562,"Mir, Shri Gulam  Mohammad",Indian National Congress,Jammu & Kashmir,Former,,1 (1964–1970)
1563,"Mirdha, Shri Ram Niwas",Indian National Congress,Rajasthan,Former,,"4 (1967–1968, 1968–1974, 1974–1980, 1980–1986)"
1564,"Shanti Devi, Smt.",Other,Uttar Pradesh,Former,,1 (1961–1962)
1565,"Sharma, Shri Ajit Kumar",Janata,Assam,Former,,1 (1978–1984)
1566,"Miri, Shri Govindram",Bharatiya Janata Party,Madhya Pradesh,Former,,1 (1994–2000)
1567,"Mirza Ahmed Ali, Shri",Independent & Others,Delhi,Former,,1 (1958–1964)
1568,"Sharma, Shri Anant Prasad",CONG(I),Bihar,Former,,"3 (1968–1974, 1978–1984, 1984–1988)"
1569,"Sharma, Shri Balkrishna",Congress,Uttar Pradesh,Former,,1 (1956–1962)
1570,"Sharma, Shri Bhagwat Dayal",Congress,Haryana,Former,,1 (1968–1974)
1571,"Sharma, Shri Braj Bihari",Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1572,"Sharma, Shri Chandan",CONG(I),Himachal Pradesh,Former,,1 (1986–1992)
1573,"Sharma, Dr. H.P.",CONG(I),Rajasthan,Former,,1 (1985–1988)
1574,"Sharma, Shri Krishan Lal",Bharatiya Janata Party,Himachal Pradesh,Former,,1 (1990–1996)
1575,"Sharma, Shri Kishan Lal",CONG(I),Rajasthan,Former,,1 (1974–1980)
1576,"Bansi Lal, Shri",Congress,Punjab,Former,,"2 (1960–1966, 1976–1982)"
1577,"Bansal, Shri Pawan Kumar",Indian National Congress,Punjab,Former,,1 (1984–1990)
1578,"Mirza Irshadbaig, Shri",Indian National Congress,Gujarat,Former,,"2 (1983–1984, 1984–1990)"
1579,"Mirza, Shri Dawood Ali",Indian National Congress,Madras,Former,,1 (1956–1962)
1580,"Banerjee, Shri Satyapriya",Forward Block (Marxist),West Bengal,Former,,"2 (1952–1956, 1956–1960)"
1581,"Misra, Shri Bibudhendra",Other,Odisha,Former,,1 (1958–1964)
1582,"Mishra, Shri Chaturanan",Communist Party of India,Bihar,Former,,"2 (1984–1990, 1990–1996)"
1583,"Sharma, Shri Laimayum Lalit Madhob",Congress,Manipur,Former,,"2 (1956–1960, 1960–1966)"
1584,"Sharma, Shri Madho Ram",Congress,Punjab,Former,,1 (1958–1964)
1585,"Sharma, Smt. Malti",Bharatiya Janata Party,Uttar Pradesh,Former,,1 (1994–2000)
1586,"Mishra, Dr. Jagannath",Indian National Congress,Bihar,Former,,"2 (1988–1994, 1994–2000)"
1587,"Sharma, Shri Purna Chandra",Congress,Assam,Former,,1 (1956–1962)
1588,"Sharma, Shri Satish",Indian National Congress,Uttar Pradesh,Former,78.0,"3 (1986–1992, 2004–2010, 2010–2016)"
1589,"Sharma, Shri Venod Kumar",CONG(I),Punjab,Former,,1 (1992–1998)
1590,"Sharma, Shri Yogendra",Communist Party of India,Bihar,Former,,"2 (1972–1978, 1978–1984)"
1591,"Shastri, Pandit Algurai",Congress,Uttar Pradesh,Former,,1 (1956–1962)
1592,"Shastri, Shri Bhola Paswan",Congress,Bihar,Former,,"2 (1972–1976, 1976–1982)"
1593,"Shastri, Shri Brahmdeo Ram",Janata,Bihar,Former,,1 (1979–1980)
1594,"Shastri, Shri Lal Bahadur",Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1595,"Shastri, Shri Prakash Veer",Jansangh,Uttar Pradesh,Former,,1 (1974–1980)
1596,"Shastri, Shri Vishnu Kant",Bharatiya Janata Party,Uttar Pradesh,Former,,1 (1992–1998)
1597,"Shawl, Shri Gulam Mohi-Ud-Din",J&K National Conference,Jammu & Kashmir,Former,,1 (1980–1986)
1598,"Mishra, Shri Kailash Pati",Bharatiya Janata Party,Bihar,Former,,1 (1984–1990)
1599,"Sheikh, Shri Abdul Rehman",Janata,Uttar Pradesh,Former,,1 (1978–1984)
1600,"Sheikh, Shri Ghouse Mohiuddin",CONG(I),Andhra Pradesh,Former,,1 (1978–1984)
1601,"Shejwalkar, Shri Narayanrao Krishnarao",Jansangh,Madhya Pradesh,Former,,1 (1968–1974)
1602,"Mishra, Shri Kalraj",Bharatiya Janata Party,Uttar Pradesh,Former,84.0,"3 (1978–1984, 2001–2006, 2006–2012)"
1603,"Shekhawat, Shri Bhairon Singh",Jansangh,Madhya Pradesh,Former,,1 (1974–1980)
1604,"Mishra, Shri Lalit Narayan",Indian National Congress,Bihar,Former,,"2 (1964–1966, 1966–1972)"
1605,"Banerjee, Shri Tara Shankar",Nominated,Nominated,Former,,1 (1960–1966)
1606,"Sherkhan, Shri M.",Congress,Mysore,Former,,"3 (1961–1964, 1964–1970, 1970–1972)"
1607,"Mishra, Shri Mahendra Mohan",Indian National Congress,Bihar,Former,,"2 (1976–1982, 1982–1988)"
1608,"Mishra, Shri Rishi Kumar",Indian National Congress,Rajasthan,Former,,1 (1974–1980)
1609,"Mishra, Shri Satyanand",Indian National Congress,Odisha,Former,,1 (1962–1964)
1610,"Shervani, Shri Mustafa Rashid",CONG(I),Uttar Pradesh,Former,,"3 (1960–1966, 1966–1972, 1980–1986)"
1611,"Mishra, Shri Sheo Kumar",Indian National Congress,Uttar Pradesh,Former,,1 (1984–1990)
1612,"Banerjee, Shri B.N.",Nominated,Nominated,Former,,1 (1976–1982)
1613,"Banarsi Das, Shri",Janata,Uttar Pradesh,Former,,1 (1972–1978)
1614,"Shetty, Shri B.P. Basappa",Congress,Mysore,Former,,"2 (1952–1958, 1958–1964)"
1615,"Matto, Shri Ghulam Rasool",J&K National Conference,Jammu & Kashmir,Former,,"2 (1982–1988, 1988–1994)"
1616,"Banamali Babu, Shri",CONG(I),Odisha,Former,,1 (1982–1988)
1617,"Balu, Shri T.R.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1986–1992)
1618,"Balram Das, Shri",Congress,Madhya Pradesh,Former,,"2 (1970–1976, 1976–1982)"
1619,"Mishra, Shri Shiv Pratap",Indian National Congress,Uttar Pradesh,Former,,1 (1988–1994)
1620,"Shilla, Shri Showaless K.",Congress,Meghalaya,Former,,1 (1972–1978)
1621,"Shinde, Shri Sushilkumar Sambhajirao",Indian National Congress,Maharashtra,Former,84.0,"2 (1992–1998, 2006–2012)"
1622,"Mishra, Shri Shrikant",Jansangh,Bihar,Former,,1 (1970–1976)
1623,"Balmiki, Shri Shiv Lal",CONG(I),Uttar Pradesh,Former,,1 (1981–1982)
1624,"Shishir Kumar, Shri",Praja Socialist Party,Bihar,Former,,"2 (1964–1970, 1970–1976)"
1625,"Shiv Shanker, Shri P.",CONG(I),Gujarat,Former,,"2 (1985–1987, 1987–1993)"
1626,"Shrimali, Dr. K.L.",Congress,Rajasthan,Former,,"2 (1952–1956, 1956–1962)"
1627,"Shukla, Shri Chakrapani",Congress,Madhya Pradesh,Former,,"2 (1966–1970, 1970–1976)"
1628,"Shukla, Shri Chimanbhai Haribhai",Bharatiya Janata Party,Gujarat,Former,,1 (1993–1999)
1629,"Bali, Smt. Vyjayantimala",Nominated,Nominated,Former,,1 (1993–1999)
1630,"Mishra, Shri Shyamnandan",Indian National Congress,Bihar,Former,,"2 (1962–1966, 1966–1972)"
1631,"Misra, Shri Chandragopal  Gajadharprasad.",Other,Madhya Pradesh,Former,,1 (1952–1954)
1632,"Misra, Shri Govind Chandra",Indian National Congress,Odisha,Former,,1 (1956–1960)
1633,"Mishra, Shri Lingaraj",Indian National Congress,Odisha,Former,,1 (1957–1963)
1634,"Misra, Shri Lokanath",Janata,Odisha,Former,,"3 (1960–1966, 1966–1972, 1972–1978)"
1635,"Misra, Shri Manmathnath",Indian National Congress,Odisha,Former,,1 (1962–1968)
1636,"Misra, Shri Shyam Dhar",Congress (O),Uttar Pradesh,Former,,"3 (1952–1958, 1958–1964, 1968–1974)"
1637,"Bora, Shri Indramoni",Bharatiya Janata Party,Assam,Former,87.0,1 (2001–2007)
1638,"Mistry, Smt. Roda",Other,Andhra Pradesh,Former,,1 (1980–1986)
1639,"Mitra, Shri Ashok",Communist Party of India (Marxist),West Bengal,Former,,1 (1993–1999)
1640,"Mitra, Shri Pratul Chandra",Indian National Congress,Bihar,Former,,"2 (1960–1966, 1966–1972)"
1641,"Mitra, Dr. Purna Chanda",Indian National Congress,Bihar,Former,,"2 (1952–1954, 1954–1960)"
1642,"Mitra, Shri Sankar Prasad",Independent & Others,West Bengal,Former,,1 (1981–1987)
1644,"Mitra, Shri Santosh",Communist Party of India (Marxist),West Bengal,Former,,1 (1981–1987)
1645,"Mittal, Shri Sat Paul",Indian National Congress,Punjab,Former,,"3 (1976–1982, 1982–1988, 1988–1994)"
1646,"Modi, Shri Jadavji Keshavji",Indian National Congress,Bombay,Former,,1 (1957–1962)
1647,"Mody, Shri Piloo",Janata,Gujarat,Former,,1 (1978–1984)
1648,"Mody, Shri Rajendra Prasad",Independent & Others,Rajasthan,Former,,1 (1992–1998)
1649,"Mohammad, Chaudhary A.",Congress (O),Bihar,Former,,"3 (1961–1964, 1964–1970, 1970–1976)"
1650,"Mohammad Ali, Shri",Indian National Congress,Madhya Pradesh,Former,,1 (1956–1962)
1651,"Mohammad Faruqi, Maulana",Indian National Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1652,"Mohammad Yunus, Shri",Indian National Congress,Nominated,Former,,1 (1989–1995)
1653,"Mohammad Roufique, Shri",Independent & Others,Assam,Former,,1 (1952–1956)
1654,"Mohammed Afzal alias Meem Afzal, Shri",Janata Dal,Uttar Pradesh,Former,,1 (1990–1996)
1655,"Mohan Babu, Dr.",Telugu Desam Party,Andhra Pradesh,Former,,1 (1995–2000)
1656,"Singh, Shri Mohan",Indian National Congress,Uttar Pradesh,Former,,1 (1989–1990)
1657,"Singh, Shri Mohan",Indian National Congress,Punjab,Former,,"2 (1960–1966, 1972–1978)"
1658,"Mohan, Shri V. R.",Independent & Others,Uttar Pradesh,Former,,1 (1972–1978)
1659,"Mohanan, Shri K.",Communist Party of India (Marxist),Kerala,Former,,1 (1982–1988)
1660,"Mohanarangam, Shri R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1980–1986, 1983–1989)"
1661,"Mohanty, Shri Dhananjoy",Indian National Congress,Odisha,Former,,1 (1961–1964)
1662,"Mohanty, Shri Sarada",Janata Dal,Odisha,Former,,1 (1990–1996)
1663,"Mohanty, Shri Subas",Indian National Congress,Odisha,Former,,1 (1984–1990)
1664,"Mohanty, Shri Surendra",Indian National Congress,Odisha,Former,,"2 (1952–1958, 1978–1984)"
1665,"Mohapatra, Shri Basudeb",Indian National Congress,Odisha,Former,,1 (1986–1992)
1666,"Mohapatra, Dr. Shyam Sundar",Independent & Others,Odisha,Former,,1 (1980–1986)
1667,"Mohideen, Shri S. A. Khaja",Muslim League,Tamil Nadu,Former,,"2 (1968–1974, 1974–1980)"
1668,"Mohinder Kaur, Smt.",Bharatiya Janata Party,Himachal Pradesh,Former,,"2 (1964–1970, 1978–1984)"
1669,"Mohta, Shri Gopaldas  Bulakidasji",Indian National Congress,Madhya Pradesh,Former,,1 (1952–1956)
1670,"Mohta, Shri Mahendra Kumar",Other,Rajasthan,Former,,1 (1968–1974)
1671,"Mohunta, Shri Sushil Chand",Lok Dal,Haryana,Former,,1 (1980–1986)
1672,"Moideen, Shri M. J. Jamal",Indian National Congress,Madras,Former,,1 (1962–1968)
1673,"Momin, Shri Gulam Haider Valimohmed",Indian National Congress,Gujarat,Former,,1 (1964–1970)
1674,"Mondal, Shri Ahmad Hossain",Indian National Congress,West Bengal,Former,,1 (1975–1981)
1675,"Mookerjee, Shri Debabrata",Other,West Bengal,Former,,1 (1965–1968)
1676,"Mookerjee, Dr. Radha Kumud",Other,Nominated,Former,,1 (1952–1958)
1677,"Morarka, Shri Kamal",Janata Dal (Secular),Rajasthan,Former,,1 (1988–1994)
1678,"Morarka, Shri Radheshyam  R.",Janata,Rajasthan,Former,,1 (1978–1984)
